,squareMeters,numberOfRooms,hasPool,cityCode,price
2358,7791,21,0,24052,785517.8
2359,54266,54,0,39749,5427669.7
2360,59547,97,1,1893,5967994.6
2361,32813,92,1,12742,3286268.0
2362,34154,100,0,22119,3423970.8
2363,50093,28,1,91311,5014755.1
2364,57133,23,1,16128,5718350.9
2365,72829,91,0,96137,7287180.0
2366,44461,91,1,46939,4454468.5
2367,81789,84,0,24157,8184845.5
2368,87821,14,0,81694,8788809.4
2369,38704,27,1,28559,3882049.8
2370,50478,34,0,76584,5048822.5
2371,72170,33,1,43206,7229974.0
2372,42770,9,1,59124,4281356.2
2373,2226,73,0,12842,224310.0
2374,73741,14,1,99255,7377791.7
2375,55785,82,0,49617,5590650.0
2376,53812,56,1,13050,5390255.9
2377,70492,3,0,28312,7054127.9
2378,70577,22,1,57509,7064452.5
2379,37879,52,1,45036,3804577.4
2380,36559,78,0,38377,3658559.7
2381,97087,98,0,88363,9716102.8
2382,62816,59,1,87765,6295641.0
2383,54843,45,0,76054,5486701.5
2384,79853,45,0,65419,7987746.4
2385,23119,1,0,160,2316639.4
2386,10320,55,0,95054,1038005.2
2387,17353,2,0,77080,1740330.3
2388,73196,19,1,16866,7325901.1
2389,83934,54,1,10839,8400357.1
2390,99177,51,0,2276,9926523.4
2391,84466,92,1,5,8456570.1
2392,50619,37,1,19691,5071031.9
2393,76541,99,0,25412,7656647.0
2394,64105,57,1,6067,6419376.1
2395,39786,47,0,14352,3984007.1
2396,52370,73,1,23845,5242857.7
2397,21722,58,0,79146,2173827.0
2398,62686,39,1,16804,6272659.4
2399,64087,83,0,82973,6414075.0
2400,25972,7,0,4269,2600292.1
2401,10830,28,1,56534,1093719.6
2402,82065,96,1,77383,8217209.2
2403,66972,19,1,18612,6701382.9
2404,96871,55,0,54420,9690783.6
2405,52554,82,1,19910,5260061.1
2406,76017,90,0,78635,7603441.5
2407,76097,46,1,91317,7616002.0
2408,99254,85,0,12393,9931071.4
2409,26952,86,0,23395,2698982.6
2410,36968,27,1,77608,3711515.2
2411,71610,90,0,580,7169819.0
2412,50252,4,0,12384,5033342.4
2413,78254,61,0,94729,7831345.0
2414,11933,49,1,67684,1201065.5
2415,58069,91,1,51277,5819120.4
2416,47580,45,1,90626,4768584.5
2417,45747,84,0,7233,4579479.2
2418,38515,51,1,76242,3865010.3
2419,91204,91,1,59198,9127495.0
2420,38425,20,1,14198,3858124.5
2421,20537,98,0,9560,2056267.4
2422,67462,52,0,68411,6754742.8
2423,32282,85,0,24438,3231758.8
2424,63380,30,0,97769,6341950.4
2425,49322,8,0,65885,4940658.7
2426,72935,57,1,72432,7298657.2
2427,34410,29,0,91200,3445264.5
2428,40790,69,0,92006,4080340.2
2429,65260,34,0,62335,6534195.6
2430,43189,41,1,45626,4326117.0
2431,40416,14,1,23109,4050909.0
2432,31202,12,0,39380,3121833.3
2433,72688,74,0,73176,7275937.9
2434,27119,77,1,1736,2717313.0
2435,24916,36,0,83422,2496771.0
2436,88545,38,1,79053,8860039.3
2437,92102,30,0,91469,9213411.9
2438,90204,18,1,15393,9025058.7
2439,97867,19,1,63324,9799102.7
2440,70197,56,1,98038,7027634.0
2441,60153,39,1,53131,6018727.2
2442,71824,30,0,39940,7190229.7
2443,96478,98,0,73625,9661311.3
2444,93756,43,1,2552,9378616.1
2445,99170,33,1,49851,9924309.4
2446,11778,42,1,15968,1185823.1
2447,91109,59,0,80573,9113552.5
2448,71985,49,1,39705,7207321.6
2449,10978,24,1,55002,1108254.8
2450,24086,30,1,94622,2410817.4
2451,92058,66,1,43745,9212309.7
2452,32017,81,1,40891,3205104.0
2453,36564,51,0,28638,3657736.0
2454,96719,96,1,21010,9685049.0
2455,79851,83,1,95821,7995217.8
2456,79673,66,1,43484,7981527.2
2457,40200,51,1,39216,4028239.6
2458,54936,64,0,96041,5502510.2
2459,65975,54,0,80291,6603622.2
2460,66713,10,0,84464,6673050.6
2461,80415,21,0,84820,8053263.7
2462,48057,4,1,92871,4811373.1
2463,45140,28,0,69587,4520881.3
2464,70896,81,0,99194,7098171.0
2465,20492,15,1,72060,2062026.3
2466,82196,64,1,99620,8227719.0
2467,83530,25,1,28710,8358735.9
2468,57838,32,1,5883,5793020.2
2469,12632,47,0,4729,1271361.2
2470,13254,91,0,98839,1333885.4
2471,90078,66,1,22936,9016393.4
2472,54765,75,0,24522,5478329.3
2473,4596,97,0,29953,465858.4
2474,19575,90,0,27813,1959201.3
2475,77661,24,0,41783,7775177.3
2476,5239,100,0,84864,529032.3
2477,65630,31,0,63393,6566530.0
2478,62478,45,0,24451,6249752.0
2479,63434,99,1,83026,6351082.3
2480,16003,28,0,56379,1606578.5
2481,49942,64,0,80720,5001819.0
2482,1405,96,1,73434,148112.8
2483,15232,4,0,18408,1528469.4
2484,96577,68,0,46824,9662991.0
2485,11986,69,1,75601,1204666.1
2486,41392,20,1,54754,4151181.1
2487,57118,31,1,31945,5718957.8
2488,74880,34,0,75399,7497502.3
2489,50989,97,1,45538,5105808.2
2490,65752,15,1,12357,6583468.0
2491,49786,71,1,81262,4984145.4
2492,96381,73,0,76595,9642408.7
2493,53097,98,0,99000,5315665.5
2494,50846,44,1,19333,5091984.1
2495,61856,17,0,36122,6199110.9
2496,2685,31,1,59357,274819.0
2497,24021,4,0,8686,2407456.7
2498,72068,71,1,71948,7221629.2
2499,74729,92,1,15630,7486919.0
2500,45242,27,0,80016,4527632.3
2501,350,65,0,30809,37972.0
2502,42179,11,0,69102,4221359.9
2503,71973,32,1,21039,7201696.2
2504,19237,62,0,51495,1931115.2
2505,98728,55,1,62222,9880299.1
2506,38044,67,1,91771,3812193.7
2507,20862,4,1,79975,2098549.7
2508,72815,54,1,76023,7287721.5
2509,72510,70,0,47275,7255056.1
2510,51474,68,1,28991,5157614.0
2511,46945,63,0,74665,4702996.3
2512,13714,36,0,18983,1373673.5
2513,29749,97,1,33463,2981571.3
2514,80167,68,0,1597,8021140.8
2515,63829,29,0,15801,6388502.1
2516,57372,33,1,34056,5748423.8
2517,46195,77,0,84202,4622073.0
2518,55049,8,0,56273,5509865.5
2519,8256,7,0,56785,831710.5
2520,68311,38,1,62252,6839967.5
2521,89885,93,0,35170,8992850.4
2522,38535,59,0,48912,3855421.5
2523,18109,31,1,16326,1820065.0
2524,18487,6,0,63753,1856865.9
2525,42276,4,0,795,4229850.6
2526,48344,34,0,11070,4836340.4
2527,68573,45,0,44814,6861756.4
2528,43577,64,1,78288,4366538.3
2529,8584,46,1,31833,873709.9
2530,56240,94,0,98783,5627160.7
2531,44976,88,0,9112,4504969.7
2532,53653,21,1,4857,5371906.0
2533,52384,39,1,54,5247146.2
2534,54907,90,1,48911,5495099.3
2535,92106,87,1,36929,9224115.4
2536,53404,98,0,47628,5343461.9
2537,3033,98,0,49771,312271.7
2538,78992,42,0,18067,7903591.6
2539,41726,97,1,39801,4174598.6
2540,30674,89,0,11160,3072660.0
2541,982,83,0,88937,101341.0
2542,86160,75,1,97266,8618638.4
2543,5389,42,1,73529,543793.7
2544,79114,18,1,83822,7923653.4
2545,43042,42,0,37135,4311510.4
2546,36195,8,1,69262,3634512.0
2547,38500,35,0,56809,3859493.4
2548,12508,52,0,62133,1258036.1
2549,94799,74,0,39412,9484566.2
2550,13192,18,1,82755,1327004.8
2551,57369,83,1,90642,5740996.7
2552,27474,58,0,54782,2752632.7
2553,60056,7,1,57177,6014878.0
2554,63977,36,1,396,6407296.5
2555,4087,23,1,20067,414319.2
2556,99474,78,0,47894,9952430.6
2557,59085,88,1,96301,5915775.4
2558,11877,86,1,43105,1189428.9
2559,48659,84,0,70725,4872302.9
2560,47144,24,0,39494,4723888.2
2561,69764,94,1,74348,6986164.8
2562,40116,21,0,6741,4015069.7
2563,46292,8,0,90434,4635389.2
2564,77359,88,0,2743,7744185.0
2565,32455,72,0,97029,3247206.7
2566,34395,24,0,63633,3442821.9
2567,4922,60,1,34597,498519.9
2568,60515,47,1,1311,6061337.8
2569,36842,2,0,62775,3685346.0
2570,21669,24,0,21223,2171545.5
2571,37956,46,0,76495,3799201.6
2572,19745,72,0,56361,1977004.3
2573,22822,15,0,55916,2285071.0
2574,75339,16,1,33021,7545974.5
2575,45038,41,0,19853,4507412.0
2576,17595,96,1,7025,1770417.1
2577,55518,93,1,76197,5559599.3
2578,77032,67,0,58873,7708083.0
2579,61347,33,1,54984,6139920.1
2580,3418,38,0,7058,347934.3
2581,29233,22,1,54455,2927647.7
2582,26193,70,0,72628,2620565.3
2583,45781,38,1,5235,4584350.4
2584,77465,54,1,37603,7753128.5
2585,76357,72,0,7369,7641043.2
2586,54528,69,1,90961,5465714.7
2587,71930,54,1,54382,7208762.5
2588,93803,75,1,49087,9387508.0
2589,50262,64,1,67016,5034452.3
2590,12387,51,0,34563,1242765.7
2591,42904,4,1,22587,4302680.5
2592,31421,23,1,18747,3148839.5
2593,16894,96,0,40872,1697483.1
2594,49044,43,0,41449,4914350.5
2595,82950,100,1,68834,8301059.4
2596,96654,43,1,3044,9672602.6
2597,23210,17,0,73330,2329090.4
2598,2789,20,0,45157,281030.1
2599,64720,75,0,37108,6478034.0
2600,22459,63,0,95372,2246811.1
2601,96791,17,0,33275,9680369.9
2602,23608,21,0,1588,2364456.5
2603,13688,9,0,30657,1369377.1
2604,72070,75,1,62777,7220918.9
2605,86607,8,0,59770,8669030.7
2606,95817,97,1,80904,9588183.5
2607,3506,14,1,81835,356564.1
2608,37448,19,0,79338,3751951.7
2609,36988,97,1,159,3705539.7
2610,998,21,1,12859,104702.8
2611,9493,57,0,41814,951804.9
2612,72370,81,0,73512,7242934.3
2613,73049,92,0,49904,7306250.5
2614,91370,11,1,58665,9146210.9
2615,55045,75,1,52898,5511210.4
2616,17989,9,0,72938,1802630.7
2617,53749,61,1,53430,5381679.7
2618,32694,26,1,47126,3274621.9
2619,24261,91,1,60269,2437565.3
2620,27394,93,1,19449,2754889.2
2621,99432,56,0,60224,9947325.5
2622,67229,17,0,89933,6725201.6
2623,89186,28,0,41160,8919497.1
2624,93313,100,0,89033,9338654.8
2625,53671,16,0,6249,5378022.7
2626,62318,43,0,1559,6235136.7
2627,79422,52,1,29335,7952304.5
2628,11093,5,1,4151,1117189.7
2629,23321,35,0,32589,2335697.1
2630,19198,90,0,85650,1921930.3
2631,78216,45,1,63484,7832429.0
2632,14750,30,0,18525,1478391.4
2633,61098,27,1,17649,6115352.8
2634,63111,36,0,58910,6314137.6
2635,43250,2,1,36266,4334802.9
2636,88168,94,1,51193,8825815.0
2637,37506,88,0,32364,3753651.6
2638,64269,77,0,33938,6428786.0
2639,7490,71,0,5362,753009.6
2640,97121,98,1,83849,9717727.2
2641,14185,3,0,76994,1422531.2
2642,86682,12,0,1763,8674009.6
2643,34282,24,0,8087,3440156.1
2644,89022,48,0,15308,8904794.4
2645,91543,6,0,55027,9166876.3
2646,54993,22,0,17168,5503799.7
2647,85795,3,1,94870,8587486.0
2648,64079,93,0,82368,6412901.9
2649,80116,85,1,43152,8015692.0
2650,52866,23,1,10132,5293836.4
2651,68375,55,0,77285,6838539.4
2652,55802,91,1,31192,5588172.1
2653,62117,80,0,98851,6212439.5
2654,50890,49,1,77927,5094287.0
2655,44248,24,0,23716,4431469.8
2656,76326,2,0,87311,7635872.4
2657,56778,85,0,17036,5679689.5
2658,80225,100,0,79891,8025744.2
2659,69320,22,0,99277,6939825.7
2660,24962,41,0,96923,2497425.4
2661,91964,56,1,59790,9209295.3
2662,40787,73,1,93576,4091282.1
2663,28053,21,1,55432,2815718.1
2664,90172,34,0,97450,9023549.9
2665,816,7,1,68021,87585.3
2666,751,2,0,25242,82123.2
2667,87627,33,1,38054,8769190.9
2668,16786,93,0,22835,1684521.7
2669,74832,60,1,29445,7492714.2
2670,12920,1,1,74001,1305319.6
2671,54879,79,0,77267,5492312.9
2672,62083,96,1,8576,6218129.4
2673,96814,90,1,81137,9687090.9
2674,38301,66,1,92838,3841237.4
2675,78947,86,0,77559,7900369.2
2676,44836,85,1,18392,4493247.0
2677,5488,56,0,9329,554027.2
2678,99886,83,1,32438,9999687.3
2679,57072,87,0,99233,5710445.3
2680,93684,24,0,94997,9373516.6
2681,96978,75,0,81412,9703653.1
2682,3624,80,0,27310,365077.9
2683,78000,50,0,97713,7801225.0
2684,25972,7,1,81846,2605855.6
2685,93922,54,1,94304,9403863.1
2686,61039,27,1,7161,6114260.5
2687,84404,70,1,70976,8456155.1
2688,73622,7,0,2527,7365758.0
2689,81012,92,0,92589,8104126.2
2690,73687,25,1,8902,7376903.1
2691,93952,63,1,97260,9403674.5
2692,82120,77,1,54858,8216635.1
2693,2351,69,0,68180,239411.8
2694,38132,73,0,59938,3818556.6
2695,42808,33,1,32715,4290930.6
2696,70722,57,0,47565,7076626.6
2697,46134,71,1,44257,4624090.4
2698,92044,60,1,58015,9210929.1
2699,12583,62,1,24355,1267192.1
2700,38048,67,0,61735,3808313.0
2701,48546,64,1,59895,4860634.3
2702,94228,34,1,34921,9430661.4
2703,55825,69,0,46465,5585288.1
2704,7773,100,1,25932,792566.7
2705,24180,68,0,72780,2425595.1
2706,30502,91,1,88127,3062069.8
2707,30346,25,0,24880,3047721.0
2708,20311,23,1,59363,2039188.7
2709,70936,60,0,37500,7094370.6
2710,56416,41,1,29464,5653890.1
2711,26073,59,1,95318,2612190.6
2712,79182,37,1,97339,7922295.3
2713,39627,29,0,50402,3964708.8
2714,97677,51,0,37317,9772148.4
2715,34013,84,0,67735,3411660.4
2716,55620,90,1,8078,5573469.2
2717,77421,70,0,53863,7743163.1
2718,50844,99,1,76381,5092707.5
2719,94541,78,0,47070,9460440.3
2720,10976,17,1,97750,1108155.1
2721,52697,25,0,13248,5278045.9
2722,38860,27,0,8421,3894132.1
2723,98501,66,0,10725,9856475.2
2724,49300,64,1,43266,4936882.9
2725,8562,24,0,40368,860330.5
2726,51585,70,1,89259,5163838.0
2727,55038,46,0,4930,5510722.7
2728,74166,35,1,55843,7423668.0
2729,43885,69,0,76257,4393918.0
2730,55391,27,1,82603,5544879.1
2731,9551,27,0,66242,956658.2
2732,17655,55,0,50837,1769201.2
2733,28743,30,0,51660,2881705.0
2734,12744,56,0,80733,1279063.6
2735,34109,36,1,62507,3416596.3
2736,55971,94,0,90769,5600410.1
2737,8163,17,1,96977,825054.2
2738,4463,93,1,95940,453762.2
2739,51890,85,1,23002,5194644.0
2740,88616,92,1,76142,8868266.9
2741,61104,88,1,34414,6124108.7
2742,31832,90,1,58945,3193411.3
2743,12683,92,1,63157,1275226.9
2744,37375,13,0,31734,3745925.5
2745,10310,85,0,95796,1041341.6
2746,38300,27,0,61055,3831178.5
2747,91524,23,1,55089,9160076.8
2748,41155,9,0,34414,4121258.2
2749,97732,45,0,33643,9774150.4
2750,5431,15,1,70120,548835.1
2751,97452,83,1,29279,9751753.2
2752,88935,70,1,41025,8903298.2
2753,61243,58,1,16033,6132501.3
2754,41367,6,1,48619,4147892.4
2755,95269,87,0,9922,9529625.8
2756,6501,53,1,90665,658653.1
2757,44229,65,0,53261,4429834.3
2758,10745,86,0,42903,1080749.5
2759,33647,9,1,66529,3373938.0
2760,35930,95,1,69358,3598810.2
2761,37961,67,0,17385,3806007.1
2762,40639,27,1,90011,4074524.3
2763,18866,49,0,27503,1890711.8
2764,69101,90,0,94023,6914075.7
2765,94109,72,1,91579,9417855.4
2766,43366,59,1,97346,4346233.5
2767,85181,4,1,5079,8530230.0
2768,51340,5,0,18912,5138145.9
2769,48870,22,1,79514,4894474.3
2770,2167,98,0,18817,226782.0
2771,88926,38,0,50635,8893969.2
2772,65472,69,1,79820,6549900.1
2773,60060,58,0,66832,6010411.0
2774,43295,34,1,16909,4335970.5
2775,65322,5,0,43077,6537327.0
2776,43084,5,0,33540,4312866.8
2777,51419,68,0,718,5145979.4
2778,31464,21,0,25723,3148466.2
2779,9503,12,0,14276,955903.6
2780,33272,97,1,54672,3332408.0
2781,32257,72,1,54964,3239971.6
2782,61217,36,0,79027,6126771.2
2783,75887,30,1,38884,7592702.3
2784,73064,12,1,52911,7312103.4
2785,10648,72,0,44048,1071651.2
2786,4149,70,1,47258,420560.1
2787,75350,6,1,33478,7539904.1
2788,70345,90,0,13605,7035087.5
2789,39723,57,1,52546,3981216.5
2790,96429,68,1,17133,9650188.4
2791,20001,37,0,52650,2007477.3
2792,163,6,0,26761,17363.0
2793,77882,73,1,5768,7797780.3
2794,89492,44,1,44211,8957726.3
2795,94972,19,1,1116,9500113.0
2796,38606,28,0,38942,3864489.9
2797,4389,21,0,99602,441287.1
2798,9088,21,0,82230,913263.8
2799,64256,37,1,61431,6438154.4
2800,88976,6,0,26757,8906213.1
2801,8910,20,0,17564,898488.2
2802,13851,77,0,7881,1392391.9
2803,15928,29,1,37194,1603995.7
2804,67849,40,1,87050,6792498.6
2805,91073,72,0,63947,9111251.8
2806,91458,44,0,73814,9149688.1
2807,46478,6,1,62647,4657996.3
2808,62592,47,0,92892,6262694.7
2809,60680,49,0,9006,6075501.2
2810,85659,57,0,28116,8567586.5
2811,35188,79,0,7369,3523563.0
2812,91123,89,0,80260,9116372.8
2813,78117,98,1,80290,7825898.7
2814,98689,75,1,95076,9874062.9
2815,1720,73,1,70620,183918.1
2816,14345,37,1,42634,1445853.7
2817,30914,5,0,61119,3092163.6
2818,4099,27,0,21985,413304.0
2819,23478,80,0,51544,2351874.9
2820,1086,4,0,34569,116061.1
2821,45181,78,1,52458,4525938.4
2822,176,30,0,62932,18985.0
2823,79680,84,0,38092,7975851.8
2824,32776,72,1,28374,3283690.1
2825,88755,4,1,61239,8882476.1
2826,95096,68,0,32805,9515861.9
2827,77212,70,1,57644,7727317.2
2828,46910,80,1,32102,4706368.4
2829,75487,82,1,96333,7558644.1
2830,41090,24,1,23738,4114595.0
2831,87111,16,0,21181,8716894.8
2832,87353,5,1,25992,8745540.1
2833,29664,88,0,50164,2975680.6
2834,23184,56,1,70418,2335644.7
2835,65482,66,1,30063,6556065.6
2836,81602,9,1,40968,8169478.7
2837,48129,73,1,30380,4823162.4
2838,2684,97,1,9081,272104.0
2839,17563,51,0,74094,1762997.3
2840,37853,97,1,90059,3792902.9
2841,25147,35,0,38582,2521731.4
2842,23843,64,1,5682,2391434.9
2843,68369,86,0,94411,6843646.0
2844,11583,49,1,49595,1161984.2
2845,9559,28,0,90173,963514.0
2846,38611,20,1,69928,3870229.0
2847,17618,9,1,3355,1771805.2
2848,73903,34,0,70056,7397590.7
2849,24484,22,0,88155,2452550.0
2850,32442,25,1,42976,3252838.4
2851,38826,53,0,50763,3890080.1
2852,65340,84,0,2230,6536254.4
2853,93638,51,1,2272,9378471.2
2854,61146,84,1,37182,6125077.1
2855,24004,62,1,67178,2414637.3
2856,83588,82,1,17607,8369526.4
2857,85820,72,1,98420,8588402.2
2858,39799,23,0,24010,3984987.3
2859,84355,23,1,77493,8439985.9
2860,59747,38,1,67814,5984506.4
2861,6009,36,1,3453,612067.6
2862,5965,25,0,99504,601173.7
2863,78079,31,0,30542,7820045.1
2864,48378,17,1,99291,4848213.0
2865,94695,86,1,52781,9478421.2
2866,48642,56,0,67962,4869835.0
2867,11524,24,1,15883,1161912.8
2868,97539,70,0,46421,9761326.0
2869,825,24,1,73905,87430.8
2870,64365,46,1,80064,6444610.8
2871,68063,52,0,6235,6813816.0
2872,41848,55,1,5880,4200544.2
2873,78741,54,1,54734,7880701.5
2874,16824,86,1,73576,1695808.0
2875,51203,59,0,31258,5123643.0
2876,97108,30,0,58422,9714782.8
2877,69261,41,1,49856,6935036.8
2878,89425,19,1,52212,8952287.2
2879,26792,67,1,65774,2684819.3
2880,91443,65,0,62487,9148710.2
2881,89470,47,0,3654,8947834.5
2882,53313,41,0,61053,5335501.3
2883,93913,6,1,43554,9396713.9
2884,31042,48,0,34588,3109396.3
2885,9329,18,0,41666,934231.8
2886,42272,8,0,22439,4232650.7
2887,30588,71,0,18782,3064993.8
2888,99742,96,1,28301,9984910.3
2889,33065,15,1,66295,3314847.8
2890,22702,10,0,53757,2271827.5
2891,31885,26,1,64954,3202805.5
2892,64602,77,0,23521,6467513.6
2893,75853,17,0,70656,7591050.4
2894,5409,51,0,84029,546201.7
2895,80699,20,0,65145,8074576.9
2896,8607,17,0,40275,862453.2
2897,75057,63,1,19220,7518049.7
2898,70919,11,1,51455,7101031.7
2899,29710,96,0,33509,2978583.5
2900,61798,46,0,8334,6182113.3
2901,6313,53,0,28694,641055.4
2902,60375,50,0,97690,6038750.4
2903,69421,45,1,51581,6945284.4
2904,89086,4,0,63299,8909993.9
2905,68603,60,0,54048,6861289.0
2906,12448,59,0,81122,1249624.3
2907,37945,85,0,52673,3799158.1
2908,34867,42,1,75690,3491110.1
2909,16547,85,1,23941,1659757.8
2910,58218,14,1,15974,5834539.4
2911,28790,88,1,87598,2882833.5
2912,92822,54,0,31180,9287119.9
2913,89217,75,1,2598,8929604.1
2914,65822,14,0,2582,6588632.6
2915,617,21,0,44204,67453.3
2916,37171,98,0,79183,3719105.2
2917,82918,54,0,89174,8292659.9
2918,4130,26,1,29304,421621.1
2919,95145,60,0,9768,9519958.0
2920,58864,11,1,63178,5891413.4
2921,94363,61,1,638,9440706.9
2922,78204,16,0,34267,7822501.2
2923,71588,89,0,2882,7161052.2
2924,68579,67,0,55498,6868611.7
2925,19174,44,1,65146,1923170.6
2926,90646,21,0,63572,9071481.7
2927,81430,82,0,19129,8147920.0
2928,99428,94,0,66013,9947775.8
2929,60815,2,0,8663,6089911.5
2930,95591,90,1,7883,9569415.3
2931,47497,18,0,15022,4761272.9
2932,65725,75,1,37200,6582022.0
2933,21360,8,0,75105,2139458.1
2934,56559,23,0,47398,5661049.0
2935,45440,74,1,66886,4550279.2
2936,13112,74,1,47159,1318665.3
2937,68276,71,0,79423,6829756.2
2938,64518,90,1,72165,6455071.0
2939,56093,94,1,41723,5619471.8
2940,84653,83,0,53263,8467089.7
2941,96169,51,1,47698,9620987.9
2942,57789,60,1,58302,5787699.8
2943,93091,33,1,87131,9317741.3
2944,87190,99,0,68366,8724894.3
2945,38998,68,1,88997,3910733.6
2946,97134,61,0,14507,9718663.9
2947,39309,80,1,40747,3939850.1
2948,70751,87,0,74896,7084089.3
2949,63086,91,0,61895,6312576.3
2950,25472,23,1,10986,2552592.3
2951,3514,8,1,67658,357856.3
2952,99134,67,1,90708,9919472.8
2953,82653,31,1,23671,8270829.2
2954,3723,75,0,19531,378299.0
2955,28232,6,1,92112,2827201.7
2956,46838,49,1,61565,4691794.0
2957,90562,47,1,84443,9066552.2
2958,562,95,1,43277,65326.3
2959,5603,75,0,60182,566684.2
2960,61704,20,0,67648,6176111.2
2961,49579,99,1,96075,4967775.6
2962,59885,28,1,35351,5995883.0
2963,72109,81,0,68214,7220099.5
2964,41965,87,1,3857,4204881.0
2965,94216,32,1,1878,9432083.6
2966,39166,68,1,32535,3924397.8
2967,9923,41,0,50375,995743.4
2968,49374,38,0,55401,4944387.0
2969,76316,99,0,27703,7634333.5
2970,26089,30,1,56280,2615548.3
2971,98045,21,1,51296,9818036.5
2972,69594,47,0,5834,6963010.1
2973,56966,77,1,57350,5701030.2
2974,64795,53,1,930,6489157.6
2975,39574,37,1,88532,3969486.8
2976,49014,54,0,76603,4908129.4
2977,17034,50,1,6586,1717170.6
2978,18742,10,1,84342,1879684.5
2979,98794,80,0,77690,9886677.1
2980,72207,46,1,87468,7230004.6
2981,54881,24,1,96973,5494411.8
2982,12873,1,0,14790,1288333.0
2983,66263,51,1,28641,6628369.0
2984,26965,29,1,49799,2703481.2
2985,9433,84,0,11282,944025.5
2986,95293,80,0,19697,9534163.3
2987,86619,36,0,74512,8663060.0
2988,8677,63,1,41695,875920.6
2989,83153,43,1,71489,8326391.4
2990,81892,7,1,29384,8204629.5
2991,21293,25,0,30379,2131214.7
2992,43636,13,1,23251,4373848.7
2993,1254,23,1,31508,127840.8
2994,96953,70,0,49615,9703052.4
2995,92877,22,1,7054,9293826.3
2996,37312,40,1,86812,3735539.0
2997,44075,60,1,84685,4416478.5
2998,55845,73,1,69630,5593543.0
2999,68565,89,1,308,6862474.6
3000,87484,77,1,98136,8750467.5
3001,89220,31,0,16058,8928266.4
3002,31525,25,1,10367,3161366.2
3003,52579,55,1,97290,5263918.3
3004,30803,39,0,63428,3085897.4
3005,82120,31,1,41160,8223358.8
3006,71171,22,1,545,7127415.1
3007,579,8,1,73116,63718.4
3008,89204,69,0,24653,8921053.4
3009,5904,56,1,49893,595108.8
3010,92629,62,0,79904,9263965.3
3011,77553,96,0,37327,7763278.5
3012,3542,16,1,30643,363918.8
3013,10749,68,1,41638,1085899.0
3014,38021,76,1,26974,3817885.1
3015,97193,47,1,47816,9723642.9
3016,13309,20,0,56261,1337541.4
3017,10708,84,1,97875,1076965.8
3018,77460,95,1,56748,7753079.8
3019,94133,93,0,83023,9415634.2
3020,99869,63,1,64932,9990641.1
3021,66370,15,0,7190,6638720.2
3022,74780,86,0,84310,7479141.5
3023,89925,25,1,98444,8999987.2
3024,28808,71,1,46565,2888357.0
3025,28640,68,1,79149,2870927.0
3026,15517,54,0,47190,1554406.1
3027,11059,42,1,90373,1113128.1
3028,86183,10,1,5386,8624347.0
3029,19408,71,1,83493,1953014.3
3030,26958,32,1,49753,2706761.1
3031,45859,4,1,30467,4595196.8
3032,55845,54,0,6679,5588845.9
3033,43304,52,1,3578,4337442.9
3034,79511,16,0,57353,7953040.7
3035,88501,53,0,47121,8853507.2
3036,75616,74,0,82139,7571050.6
3037,18368,21,0,6822,1837769.2
3038,5375,33,1,4817,550909.0
3039,6707,72,1,86419,673817.1
3040,92190,11,0,71291,9225418.5
3041,25432,58,0,43170,2550518.1
3042,37793,34,1,22570,3786136.6
3043,60854,27,0,53332,6092125.9
3044,91531,85,0,55812,9157941.7
3045,68876,40,0,66576,6891640.0
3046,7608,98,0,7118,764900.9
3047,68717,60,1,88535,6877356.4
3048,65723,52,1,15556,6578284.8
3049,80039,64,0,32244,8008148.0
3050,62744,34,1,54605,6279042.0
3051,33624,60,1,42756,3371675.6
3052,7939,23,1,98779,806234.5
3053,62854,33,0,96804,6289045.6
3054,51757,81,0,47245,5177725.2
3055,32497,56,1,55022,3253783.8
3056,32267,51,1,23473,3235159.9
3057,92490,40,0,39064,9254979.9
3058,72677,78,0,10331,7274269.9
3059,68744,89,1,71205,6883722.3
3060,87436,65,0,93463,8753875.5
3061,80776,37,1,76172,8086132.0
3062,30472,87,0,21533,3053446.1
3063,52141,65,1,12578,5218700.9
3064,51777,6,1,66850,5186005.7
3065,40280,72,0,17120,4036659.2
3066,79457,58,0,77089,7949180.2
3067,93568,51,0,54245,9362309.7
3068,656,98,1,35503,68528.6
3069,28997,16,0,54097,2906243.2
3070,97147,4,1,5644,9722196.5
3071,69411,45,0,52664,6945253.3
3072,38190,42,1,55109,3828288.2
3073,81473,12,1,19104,8154129.0
3074,23682,31,0,61955,2381051.7
3075,81448,44,0,89622,8146243.6
3076,16127,73,1,28345,1615094.5
3077,61486,18,1,44679,6155982.5
3078,96526,1,0,73215,9657380.5
3079,55287,83,0,15114,5529453.7
3080,86820,16,0,46893,8683419.2
3081,93373,79,1,94882,9348395.0
3082,33098,24,1,16595,3318507.1
3083,69898,71,1,42377,6994429.2
3084,11401,44,0,29467,1152914.3
3085,66705,50,0,62304,6672336.7
3086,38947,88,1,84667,3900872.8
3087,65205,6,0,32496,6523874.4
3088,19339,2,0,79356,1939172.3
3089,23971,18,1,39335,2402438.5
3090,50944,19,1,31392,5099151.3
3091,43283,59,1,40618,4336072.2
3092,29323,58,1,10925,2938369.0
3093,81362,72,1,6551,8144502.4
3094,8941,4,0,7455,902785.2
3095,34967,30,0,73909,3501658.9
3096,66555,56,1,47738,6664457.0
3097,85985,4,1,91268,8608190.5
